id,created_at,customer_id,product,category,priority,status,description,resolution,resolved_at
45,2026-01-02T07:13:45,CUST-13627,MOBILE_APP,PROFILE,LOW,RESOLVED,Profile picture upload fails intermittently,Asked user to retry with supported image format.,2026-01-05T04:13:45
46,2026-01-02T07:50:10,CUST-18079,CHECKOUT,DELIVERY,MEDIUM,RESOLVED,Order confirmation page shows delayed delivery estimate,Explained delivery estimate calculation.,2026-01-05T22:50:10
47,2026-01-02T08:32:13,CUST-13528,MOBILE_APP,NOTIFICATIONS,LOW,OPEN,Push notification was not received,,
48,2026-01-02T08:40:40,CUST-11274,MOBILE_APP,PROFILE,MEDIUM,RESOLVED,Profile picture upload fails intermittently,Asked user to retry with supported image format.,2026-01-03T13:40:40
49,2026-01-02T08:58:18,CUST-19796,MOBILE_APP,NOTIFICATIONS,LOW,CLOSED,Push notification was not received,Verified notification preferences.,2026-01-03T23:58:18
50,2026-01-02T09:24:47,CUST-14683,WEB_PORTAL,NOTIFICATIONS,LOW,RESOLVED,Confirmation email arrived later than expected,Checked notification queue and resent email.,2026-01-06T02:24:47
51,2026-01-02T10:17:55,CUST-18598,WEB_PORTAL,NOTIFICATIONS,MEDIUM,CLOSED,Confirmation email arrived later than expected,Checked notification queue and resent email.,2026-01-04T22:17:55
52,2026-01-02T11:17:12,CUST-18442,WEB_PORTAL,UI,MEDIUM,RESOLVED,Form validation message is unclear,Explained validation requirement and logged UX feedback.,2026-01-03T04:17:12
53,2026-01-02T11:25:07,CUST-19962,CHECKOUT,DELIVERY,MEDIUM,RESOLVED,Order confirmation page shows delayed delivery estimate,Explained delivery estimate calculation.,2026-01-04T05:25:07
54,2026-01-02T11:57:08,CUST-18456,ACCOUNT_SERVICE,ACCOUNT,CRITICAL,RESOLVED,User cannot update profile information,Provided profile update instructions.,2026-01-02T18:57:08
55,2026-01-02T12:07:14,CUST-14475,ACCOUNT_SERVICE,ACCOUNT,MEDIUM,IN_PROGRESS,User cannot update profile information,,
56,2026-01-02T13:22:27,CUST-12835,WEB_PORTAL,PERFORMANCE,LOW,RESOLVED,Dashboard loads slowly during peak hours,Logged performance issue and suggested retry.,2026-01-04T08:22:27
57,2026-01-02T13:25:25,CUST-18059,WEB_PORTAL,SEARCH,LOW,IN_PROGRESS,Search results do not match expected order,,
58,2026-01-02T13:28:17,CUST-12072,MOBILE_APP,NOTIFICATIONS,HIGH,RESOLVED,Push notification was not received,Verified notification preferences.,2026-01-05T09:28:17
59,2026-01-02T13:50:30,CUST-11476,WEB_PORTAL,SEARCH,LOW,RESOLVED,Search results do not match expected order,Explained current sorting behavior.,2026-01-06T01:50:30
60,2026-01-02T14:00:48,CUST-16853,WEB_PORTAL,SUBSCRIPTION,MEDIUM,IN_PROGRESS,Customer asks how to change subscription plan,,
61,2026-01-02T14:22:54,CUST-10057,ACCOUNT_SERVICE,PERFORMANCE,MEDIUM,CLOSED,Report export takes longer than expected,Suggested smaller date range while investigated.,2026-01-05T12:22:54
62,2026-01-02T14:25:15,CUST-17695,ACCOUNT_SERVICE,ACCOUNT,LOW,RESOLVED,User cannot update profile information,Provided profile update instructions.,2026-01-05T09:25:15
63,2026-01-02T14:50:21,CUST-18685,CHECKOUT,DELIVERY,CRITICAL,RESOLVED,Order confirmation page shows delayed delivery estimate,Explained delivery estimate calculation.,2026-01-04T20:50:21
64,2026-01-02T15:11:20,CUST-16361,WEB_PORTAL,SEARCH,MEDIUM,RESOLVED,Search results do not match expected order,Explained current sorting behavior.,2026-01-02T23:11:20
65,2026-01-02T16:05:32,CUST-15746,MOBILE_APP,NOTIFICATIONS,MEDIUM,IN_PROGRESS,Push notification was not received,,
66,2026-01-02T16:24:47,CUST-18093,WEB_PORTAL,NOTIFICATIONS,HIGH,RESOLVED,Confirmation email arrived later than expected,Checked notification queue and resent email.,2026-01-02T17:24:47
67,2026-01-02T17:30:40,CUST-15962,CHECKOUT,DELIVERY,MEDIUM,RESOLVED,Order confirmation page shows delayed delivery estimate,Explained delivery estimate calculation.,2026-01-05T08:30:40
68,2026-01-02T17:56:17,CUST-19169,WEB_PORTAL,ACCOUNT,CRITICAL,RESOLVED,Customer wants to change contact email,Provided account update instructions.,2026-01-03T01:56:17
69,2026-01-02T18:17:24,CUST-17761,WEB_PORTAL,AUTHENTICATION,MEDIUM,RESOLVED,Repeated login prompt appears after password reset,Asked user to sign out from all active sessions and authenticate again.,2026-01-05T20:17:24
70,2026-01-02T19:05:19,CUST-10236,ACCOUNT_SERVICE,PERFORMANCE,MEDIUM,CLOSED,Report export takes longer than expected,Suggested smaller date range while investigated.,2026-01-05T16:05:19
71,2026-01-02T19:43:08,CUST-12687,MOBILE_APP,NOTIFICATIONS,MEDIUM,CLOSED,Push notification was not received,Verified notification preferences.,2026-01-06T18:43:08
72,2026-01-02T20:19:27,CUST-18286,MOBILE_APP,PROFILE,MEDIUM,RESOLVED,Profile picture upload fails intermittently,Asked user to retry with supported image format.,2026-01-05T12:19:27
73,2026-01-02T20:20:32,CUST-12289,CHECKOUT,DELIVERY,MEDIUM,RESOLVED,Order confirmation page shows delayed delivery estimate,Explained delivery estimate calculation.,2026-01-05T04:20:32
74,2026-01-02T20:32:35,CUST-16937,WEB_PORTAL,UI,MEDIUM,RESOLVED,Form validation message is unclear,Explained validation requirement and logged UX feedback.,2026-01-02T21:32:35
75,2026-01-02T22:18:50,CUST-13498,WEB_PORTAL,ACCOUNT,MEDIUM,RESOLVED,Customer wants to change contact email,Provided account update instructions.,2026-01-05T05:18:50
76,2026-01-02T23:58:23,CUST-13006,WEB_PORTAL,NOTIFICATIONS,MEDIUM,RESOLVED,Confirmation email arrived later than expected,Checked notification queue and resent email.,2026-01-06T18:58:23
77,2026-01-03T00:49:54,CUST-14904,ACCOUNT_SERVICE,ACCOUNT,MEDIUM,RESOLVED,User cannot update profile information,Provided profile update instructions.,2026-01-05T01:49:54
78,2026-01-03T00:54:00,CUST-13338,WEB_PORTAL,UI,HIGH,RESOLVED,Form validation message is unclear,Explained validation requirement and logged UX feedback.,2026-01-04T18:54:00
79,2026-01-03T01:52:15,CUST-13194,WEB_PORTAL,AUTHENTICATION,MEDIUM,IN_PROGRESS,Login fails immediately after resetting credentials,,
80,2026-01-03T02:25:50,CUST-15281,WEB_PORTAL,ACCOUNT,MEDIUM,OPEN,Customer wants to change contact email,,
81,2026-01-03T02:30:00,CUST-14172,MOBILE_APP,UI,LOW,RESOLVED,Settings button is difficult to find,Provided navigation steps and logged UX feedback.,2026-01-06T01:30:00
82,2026-01-03T02:37:07,CUST-18933,WEB_PORTAL,SEARCH,HIGH,RESOLVED,Search results do not match expected order,Explained current sorting behavior.,2026-01-06T23:37:07
83,2026-01-03T03:28:37,CUST-19008,MOBILE_APP,UI,MEDIUM,CLOSED,Settings button is difficult to find,Provided navigation steps and logged UX feedback.,2026-01-03T14:28:37
84,2026-01-03T03:29:06,CUST-19790,WEB_PORTAL,NOTIFICATIONS,HIGH,RESOLVED,Confirmation email arrived later than expected,Checked notification queue and resent email.,2026-01-03T21:29:06
85,2026-01-03T03:41:50,CUST-14552,WEB_PORTAL,UI,HIGH,CLOSED,Form validation message is unclear,Explained validation requirement and logged UX feedback.,2026-01-05T10:41:50
86,2026-01-03T04:06:13,CUST-11767,MOBILE_APP,PROFILE,MEDIUM,CLOSED,Profile picture upload fails intermittently,Asked user to retry with supported image format.,2026-01-04T20:06:13
87,2026-01-03T05:50:59,CUST-16958,MOBILE_APP,UI,HIGH,RESOLVED,Settings button is difficult to find,Provided navigation steps and logged UX feedback.,2026-01-06T09:50:59
88,2026-01-03T06:19:44,CUST-12066,WEB_PORTAL,UI,LOW,CLOSED,Form validation message is unclear,Explained validation requirement and logged UX feedback.,2026-01-06T14:19:44
89,2026-01-03T06:40:54,CUST-18782,MOBILE_APP,PROFILE,HIGH,CLOSED,Profile picture upload fails intermittently,Asked user to retry with supported image format.,2026-01-04T09:40:54
90,2026-01-03T07:45:27,CUST-19374,MOBILE_APP,PROFILE,MEDIUM,RESOLVED,Profile picture upload fails intermittently,Asked user to retry with supported image format.,2026-01-04T01:45:27
91,2026-01-03T07:46:22,CUST-10523,ACCOUNT_SERVICE,ACCOUNT,MEDIUM,RESOLVED,User cannot update profile information,Provided profile update instructions.,2026-01-07T05:46:22
92,2026-01-03T08:27:01,CUST-15162,MOBILE_APP,PROFILE,MEDIUM,IN_PROGRESS,Profile picture upload fails intermittently,,
93,2026-01-03T08:57:15,CUST-15239,MOBILE_APP,PROFILE,MEDIUM,OPEN,Profile picture upload fails intermittently,,
94,2026-01-03T10:06:54,CUST-18125,MOBILE_APP,UI,LOW,CLOSED,Settings button is difficult to find,Provided navigation steps and logged UX feedback.,2026-01-07T10:06:54
95,2026-01-03T10:15:19,CUST-19429,MOBILE_APP,NOTIFICATIONS,MEDIUM,RESOLVED,Push notification was not received,Verified notification preferences.,2026-01-07T07:15:19
96,2026-01-03T11:24:29,CUST-10225,MOBILE_APP,NOTIFICATIONS,MEDIUM,RESOLVED,Push notification was not received,Verified notification preferences.,2026-01-03T13:24:29
97,2026-01-03T11:36:59,CUST-15301,WEB_PORTAL,ACCOUNT,LOW,IN_PROGRESS,Customer wants to change contact email,,
98,2026-01-03T11:50:36,CUST-18101,MOBILE_APP,PROFILE,MEDIUM,OPEN,Profile picture upload fails intermittently,,
99,2026-01-03T11:52:34,CUST-16750,WEB_PORTAL,SEARCH,MEDIUM,RESOLVED,Search results do not match expected order,Explained current sorting behavior.,2026-01-04T03:52:34
100,2026-01-03T12:10:18,CUST-11680,WEB_PORTAL,NOTIFICATIONS,LOW,RESOLVED,Confirmation email arrived later than expected,Checked notification queue and resent email.,2026-01-06T22:10:18
101,2026-01-03T13:13:34,CUST-13415,MOBILE_APP,PROFILE,MEDIUM,CLOSED,Profile picture upload fails intermittently,Asked user to retry with supported image format.,2026-01-03T16:13:34
102,2026-01-03T13:58:30,CUST-12624,WEB_PORTAL,UI,MEDIUM,OPEN,Form validation message is unclear,,
103,2026-01-03T14:19:32,CUST-11560,CHECKOUT,DELIVERY,LOW,CLOSED,Order confirmation page shows delayed delivery estimate,Explained delivery estimate calculation.,2026-01-04T02:19:32
104,2026-01-03T15:00:16,CUST-18916,WEB_PORTAL,SUBSCRIPTION,MEDIUM,RESOLVED,Customer asks how to change subscription plan,Provided subscription management instructions.,2026-01-04T00:00:16
105,2026-01-03T15:24:24,CUST-14513,MOBILE_APP,PROFILE,MEDIUM,RESOLVED,Profile picture upload fails intermittently,Asked user to retry with supported image format.,2026-01-04T16:24:24
106,2026-01-03T17:02:58,CUST-11603,MOBILE_APP,NOTIFICATIONS,LOW,RESOLVED,Push notification was not received,Verified notification preferences.,2026-01-06T12:02:58
107,2026-01-03T17:27:30,CUST-18033,ACCOUNT_SERVICE,ACCOUNT,LOW,RESOLVED,User cannot update profile information,Provided profile update instructions.,2026-01-05T06:27:30
108,2026-01-03T19:03:27,CUST-17214,WEB_PORTAL,NOTIFICATIONS,LOW,IN_PROGRESS,Confirmation email arrived later than expected,,
109,2026-01-03T19:07:33,CUST-17744,ACCOUNT_SERVICE,ACCOUNT,LOW,IN_PROGRESS,User cannot update profile information,,
110,2026-01-03T19:12:43,CUST-10627,MOBILE_APP,UI,HIGH,CLOSED,Settings button is difficult to find,Provided navigation steps and logged UX feedback.,2026-01-07T08:12:43
111,2026-01-03T20:32:19,CUST-16720,WEB_PORTAL,ACCOUNT,LOW,IN_PROGRESS,Customer wants to change contact email,,
112,2026-01-03T20:33:44,CUST-18194,ACCOUNT_SERVICE,ACCOUNT,HIGH,CLOSED,User cannot update profile information,Provided profile update instructions.,2026-01-06T07:33:44
113,2026-01-03T20:44:49,CUST-12090,ACCOUNT_SERVICE,ACCOUNT,CRITICAL,RESOLVED,User cannot update profile information,Provided profile update instructions.,2026-01-07T12:44:49
114,2026-01-03T21:09:57,CUST-19663,WEB_PORTAL,SUBSCRIPTION,MEDIUM,RESOLVED,Customer asks how to change subscription plan,Provided subscription management instructions.,2026-01-05T01:09:57
115,2026-01-03T22:24:19,CUST-14689,ACCOUNT_SERVICE,PERFORMANCE,HIGH,RESOLVED,Report export takes longer than expected,Suggested smaller date range while investigated.,2026-01-03T23:24:19
116,2026-01-03T22:29:08,CUST-13751,ACCOUNT_SERVICE,ACCOUNT,MEDIUM,RESOLVED,User cannot update profile information,Provided profile update instructions.,2026-01-05T08:29:08
117,2026-01-03T22:32:52,CUST-12632,WEB_PORTAL,UI,HIGH,RESOLVED,Form validation message is unclear,Explained validation requirement and logged UX feedback.,2026-01-05T09:32:52
118,2026-01-03T22:53:12,CUST-15583,WEB_PORTAL,SEARCH,MEDIUM,OPEN,Search results do not match expected order,,
119,2026-01-03T22:57:19,CUST-10858,WEB_PORTAL,ACCOUNT,MEDIUM,RESOLVED,Customer wants to change contact email,Provided account update instructions.,2026-01-04T01:57:19
120,2026-01-03T23:00:48,CUST-18035,MOBILE_APP,NOTIFICATIONS,HIGH,OPEN,Push notification was not received,,
121,2026-01-03T23:25:59,CUST-12133,MOBILE_APP,PROFILE,LOW,CLOSED,Profile picture upload fails intermittently,Asked user to retry with supported image format.,2026-01-07T03:25:59
122,2026-01-03T23:49:58,CUST-12177,WEB_PORTAL,PERFORMANCE,MEDIUM,IN_PROGRESS,Dashboard loads slowly during peak hours,,
123,2026-01-04T00:06:35,CUST-11623,WEB_PORTAL,SUBSCRIPTION,CRITICAL,CLOSED,Customer asks how to change subscription plan,Provided subscription management instructions.,2026-01-07T04:06:35
124,2026-01-04T01:23:05,CUST-16057,MOBILE_APP,UI,HIGH,CLOSED,Settings button is difficult to find,Provided navigation steps and logged UX feedback.,2026-01-07T03:23:05
125,2026-01-04T01:33:26,CUST-11945,ACCOUNT_SERVICE,ACCOUNT,MEDIUM,RESOLVED,User cannot update profile information,Provided profile update instructions.,2026-01-06T20:33:26
126,2026-01-04T02:01:44,CUST-18469,WEB_PORTAL,SEARCH,LOW,IN_PROGRESS,Search results do not match expected order,,
127,2026-01-04T02:47:52,CUST-17838,WEB_PORTAL,PERFORMANCE,HIGH,IN_PROGRESS,Dashboard loads slowly during peak hours,,
128,2026-01-04T03:55:02,CUST-14366,WEB_PORTAL,SEARCH,MEDIUM,IN_PROGRESS,Search results do not match expected order,,
129,2026-01-04T03:59:41,CUST-19546,ACCOUNT_SERVICE,ACCOUNT,CRITICAL,IN_PROGRESS,User cannot update profile information,,
130,2026-01-04T04:33:54,CUST-14506,CHECKOUT,DELIVERY,MEDIUM,IN_PROGRESS,Order confirmation page shows delayed delivery estimate,,
131,2026-01-04T05:33:35,CUST-13892,CHECKOUT,DELIVERY,HIGH,RESOLVED,Order confirmation page shows delayed delivery estimate,Explained delivery estimate calculation.,2026-01-08T02:33:35
132,2026-01-04T05:41:39,CUST-11845,MOBILE_APP,UI,LOW,IN_PROGRESS,Settings button is difficult to find,,
133,2026-01-04T06:33:31,CUST-11899,ACCOUNT_SERVICE,ACCOUNT,LOW,CLOSED,User cannot update profile information,Provided profile update instructions.,2026-01-04T08:33:31
134,2026-01-04T07:02:39,CUST-11236,ACCOUNT_SERVICE,PERFORMANCE,CRITICAL,RESOLVED,Report export takes longer than expected,Suggested smaller date range while investigated.,2026-01-04T10:02:39
135,2026-01-04T07:53:25,CUST-12218,WEB_PORTAL,ACCOUNT,HIGH,CLOSED,Customer wants to change contact email,Provided account update instructions.,2026-01-06T23:53:25
136,2026-01-04T09:15:36,CUST-19273,CHECKOUT,DELIVERY,HIGH,RESOLVED,Order confirmation page shows delayed delivery estimate,Explained delivery estimate calculation.,2026-01-06T07:15:36
137,2026-01-04T09:25:01,CUST-15057,WEB_PORTAL,SUBSCRIPTION,MEDIUM,CLOSED,Customer asks how to change subscription plan,Provided subscription management instructions.,2026-01-05T11:25:01
138,2026-01-04T09:25:52,CUST-19413,MOBILE_APP,UI,HIGH,OPEN,Settings button is difficult to find,,
139,2026-01-04T09:51:04,CUST-15624,MOBILE_APP,PROFILE,MEDIUM,RESOLVED,Profile picture upload fails intermittently,Asked user to retry with supported image format.,2026-01-07T21:51:04
140,2026-01-04T11:55:00,CUST-19522,MOBILE_APP,PROFILE,MEDIUM,IN_PROGRESS,Profile picture upload fails intermittently,,
141,2026-01-04T11:56:08,CUST-15446,WEB_PORTAL,PERFORMANCE,MEDIUM,IN_PROGRESS,Dashboard loads slowly during peak hours,,
142,2026-01-04T12:12:51,CUST-14479,WEB_PORTAL,ACCOUNT,HIGH,CLOSED,Customer wants to change contact email,Provided account update instructions.,2026-01-06T00:12:51
143,2026-01-04T12:46:04,CUST-13105,WEB_PORTAL,PERFORMANCE,MEDIUM,RESOLVED,Dashboard loads slowly during peak hours,Logged performance issue and suggested retry.,2026-01-07T17:46:04
144,2026-01-04T12:57:29,CUST-16015,ACCOUNT_SERVICE,ACCOUNT,MEDIUM,OPEN,User cannot update profile information,,
145,2026-01-04T13:14:50,CUST-16279,WEB_PORTAL,ACCOUNT,HIGH,RESOLVED,Customer wants to change contact email,Provided account update instructions.,2026-01-06T00:14:50
146,2026-01-04T13:20:58,CUST-18836,MOBILE_APP,PROFILE,HIGH,RESOLVED,Profile picture upload fails intermittently,Asked user to retry with supported image format.,2026-01-07T21:20:58
147,2026-01-04T14:27:15,CUST-11743,WEB_PORTAL,ACCOUNT,LOW,RESOLVED,Customer wants to change contact email,Provided account update instructions.,2026-01-08T08:27:15
148,2026-01-04T14:52:06,CUST-10632,WEB_PORTAL,ACCOUNT,MEDIUM,RESOLVED,Customer wants to change contact email,Provided account update instructions.,2026-01-08T09:52:06
149,2026-01-04T14:58:45,CUST-15606,MOBILE_APP,UI,HIGH,CLOSED,Settings button is difficult to find,Provided navigation steps and logged UX feedback.,2026-01-08T02:58:45
150,2026-01-04T15:35:58,CUST-18619,MOBILE_APP,UI,HIGH,RESOLVED,Settings button is difficult to find,Provided navigation steps and logged UX feedback.,2026-01-07T08:35:58
151,2026-01-04T15:49:20,CUST-13749,WEB_PORTAL,NOTIFICATIONS,HIGH,RESOLVED,Confirmation email arrived later than expected,Checked notification queue and resent email.,2026-01-05T03:49:20
152,2026-01-04T16:02:40,CUST-15845,WEB_PORTAL,NOTIFICATIONS,HIGH,RESOLVED,Confirmation email arrived later than expected,Checked notification queue and resent email.,2026-01-07T02:02:40
153,2026-01-04T17:06:21,CUST-11291,CHECKOUT,DELIVERY,LOW,RESOLVED,Order confirmation page shows delayed delivery estimate,Explained delivery estimate calculation.,2026-01-08T14:06:21
154,2026-01-04T17:07:51,CUST-16809,WEB_PORTAL,UI,LOW,RESOLVED,Form validation message is unclear,Explained validation requirement and logged UX feedback.,2026-01-04T19:07:51
155,2026-01-04T17:41:57,CUST-16562,MOBILE_APP,PROFILE,HIGH,CLOSED,Profile picture upload fails intermittently,Asked user to retry with supported image format.,2026-01-05T15:41:57
156,2026-01-04T18:55:42,CUST-18729,WEB_PORTAL,PERFORMANCE,MEDIUM,RESOLVED,Dashboard loads slowly during peak hours,Logged performance issue and suggested retry.,2026-01-06T01:55:42
157,2026-01-04T19:38:27,CUST-15439,MOBILE_APP,NOTIFICATIONS,HIGH,RESOLVED,Push notification was not received,Verified notification preferences.,2026-01-06T21:38:27
158,2026-01-04T19:57:44,CUST-18707,WEB_PORTAL,SEARCH,MEDIUM,CLOSED,Search results do not match expected order,Explained current sorting behavior.,2026-01-08T02:57:44
159,2026-01-04T20:28:37,CUST-11949,MOBILE_APP,UI,LOW,IN_PROGRESS,Settings button is difficult to find,,
160,2026-01-04T21:34:35,CUST-18446,WEB_PORTAL,UI,HIGH,CLOSED,Form validation message is unclear,Explained validation requirement and logged UX feedback.,2026-01-07T17:34:35
161,2026-01-04T21:45:36,CUST-19595,WEB_PORTAL,SEARCH,MEDIUM,RESOLVED,Search results do not match expected order,Explained current sorting behavior.,2026-01-08T13:45:36
162,2026-01-04T22:05:10,CUST-13915,MOBILE_APP,NOTIFICATIONS,MEDIUM,RESOLVED,Push notification was not received,Verified notification preferences.,2026-01-08T07:05:10
